ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,NPS_SCORE_2015,NPS_SCORE_2016,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016,MEDICAL_NO_SESSIONS_2015,SCIENTIFIC_NO_SESSIONS_2015,TECHNICAL_NO_SESSIONS_2015,MEDICAL_NO_SESSIONS_2016,SCIENTIFIC_NO_SESSIONS_2016,TECHNICAL_NO_SESSIONS_2016,USERS_2015,USERS_2016,STATUS
93364154,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0.0,10.0,57.0,38.0,47.5,155.61,107.73,131.67,17.0,,,56.0,12.0,20.0,1.0,3.0,Active
93468587,2013,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,2.0,,57.0,38.0,47.5,111.72,75.81,93.77,9.0,10.0,,11.0,30.0,43.0,1.0,2.0,Active
93493223,2013,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,4.0,57.0,38.0,47.5,155.61,107.73,131.67,7.0,,10.0,22.0,17.0,4.0,1.0,3.0,Active
93506058,2013,NETHERLANDS,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,,,3.0,,,,,,1.0,,Active
93540922,2013,BELGIUM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,,,57.0,38.0,47.5,,,,7.0,8.0,,,,,1.0,,Active
93552353,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,7.0,,176.64,125.12,150.88,255.02,185.47,220.25,23.0,,7.0,4.0,96.0,139.0,4.0,6.0,Active
93784742,2013,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,,,57.0,38.0,47.5,,,,,2.0,9.0,,,,1.0,,Active
93819213,2013,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research,10.0,,237.6,172.8,205.2,249.48,181.44,215.46,6.0,7.0,21.0,162.0,,,6.0,6.0,Active
93896571,2013,RUSSIA,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,4.0,,60.0,,50.0,117.6,,98.7,,,2.0,10.0,,31.0,1.0,2.0,Active
94076925,2013,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic,,1.0,60.0,,50.0,,,52.5,7.0,,,,,3.0,1.0,1.0,Active
94103672,2013,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Research,,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
94181133,2013,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,1.0,,57.0,38.0,47.5,111.72,75.81,93.77,2.0,1.0,5.0,4.0,14.0,14.0,1.0,2.0,Active
94392465,2013,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,,4.0,300.0,,250.0,315.0,,262.5,30.0,,4.0,5.0,,4.0,5.0,5.0,Active
94486898,2013,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,,,57.0,38.0,47.5,117.6,,98.7,6.0,7.0,12.0,3.0,,8.0,1.0,2.0,Active
94497440,2013,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,9.0,,57.0,38.0,47.5,59.85,39.9,49.88,16.0,1.0,,2.0,6.0,2.0,1.0,1.0,Active
94560099,2013,UNITED STATES,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,,,60.0,,,,,,11.0,,,,,,1.0,,Active
94617623,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,9.0,,60.0,,,,,,13.0,,,,,,1.0,,Active
94622096,2013,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,,,176.64,125.12,150.88,255.02,185.47,220.25,,55.0,11.0,75.0,29.0,93.0,4.0,6.0,Active
94622298,2013,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,3.0,,,,50.0,,,,,,3.0,,,,1.0,,Active
94889761,2013,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,,,60.0,,,,,,16.0,,,,,,1.0,,Active
94908372,2013,BELGIUM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,,,,,50.0,,,,,,10.0,,,,1.0,,Active
94951086,2013,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,7.0,,57.0,38.0,47.5,,,,17.0,1.0,1.0,,,,1.0,,Active
95023511,2013,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,,,237.6,172.8,205.2,277.2,,239.4,3.0,,1.0,9.0,,2.0,6.0,6.0,Active
95168899,2013,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,,,300.0,,250.0,,210.0,,,,94.0,,155.0,,5.0,5.0,Active
95270684,2013,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Corporate,,,60.0,,50.0,,,98.7,2.0,,1.0,,,90.0,1.0,2.0,Active
95328200,2013,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,,,105.28,71.44,88.36,,,,28.0,,,,,,2.0,,Active
95358346,2013,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,,,60.0,,50.0,,79.8,98.7,22.0,,13.0,,52.0,29.0,1.0,2.0,Active
95464203,2013,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,,8.0,57.0,38.0,47.5,117.6,,98.7,5.0,2.0,17.0,30.0,,15.0,1.0,2.0,Active
95519503,2013,SPAIN,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,10.0,0.0,264.0,,228.0,,201.6,,31.0,,124.0,,180.0,,6.0,6.0,Active
95525778,2013,GERMANY,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,,,,,,8.0,,,,1.0,,Active
95549921,2013,NETHERLANDS,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,7.0,,237.6,172.8,205.2,277.2,,239.4,25.0,21.0,7.0,116.0,,45.0,6.0,6.0,Active
95574588,2013,IRELAND,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,,,,,50.0,,,,,,14.0,,,,1.0,,Active
95622693,2013,SPAIN,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,10.0,,237.6,172.8,205.2,249.48,181.44,215.46,86.0,10.0,5.0,18.0,121.0,10.0,6.0,6.0,Active
95628754,2013,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,,,57.0,38.0,47.5,155.61,107.73,131.67,2.0,3.0,,31.0,28.0,24.0,1.0,3.0,Active
95692146,2013,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,8.0,,192.0,,164.0,,142.8,172.2,57.0,,46.0,,24.0,51.0,4.0,4.0,Active
95716533,2013,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,10.0,57.0,38.0,47.5,111.72,75.81,93.77,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,Active
95823826,2013,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,,,105.28,71.44,88.36,,,,4.0,13.0,8.0,,,,2.0,,Active
95860666,2013,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,,,60.0,,50.0,,,52.5,7.0,,4.0,,,6.0,1.0,1.0,Active
95866605,2013,UNITED STATES,MANAGER,$1bn+,5000+ employees,Research,,,60.0,,50.0,,113.4,,1.0,,,,84.0,,1.0,3.0,Active
95893357,2013,UNITED STATES,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic,9.0,,145.08,100.44,122.76,201.6,,172.2,12.0,37.0,3.0,8.0,,32.0,3.0,4.0,Active
95935946,2013,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,2.0,57.0,38.0,47.5,59.85,39.9,49.88,1.0,11.0,,5.0,1.0,2.0,1.0,1.0,Active
95966066,2013,BELGIUM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,,,,50.0,,,,,,8.0,,,,1.0,,Active
95985910,2013,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
96004667,2013,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,176.64,125.12,150.88,,210.0,262.5,41.0,4.0,10.0,,62.0,122.0,4.0,5.0,Active
96051695,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,,237.6,172.8,205.2,249.48,181.44,215.46,85.0,7.0,27.0,,,,6.0,6.0,Active
96190809,2013,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,57.0,38.0,47.5,,,,1.0,,,,,,1.0,,Active
96337578,2013,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,9.0,,60.0,,,,,,11.0,,,,,,1.0,,Active
96381766,2013,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,,,57.0,38.0,47.5,,79.8,98.7,6.0,4.0,4.0,,30.0,5.0,1.0,2.0,Active
96450104,2013,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,9.0,,57.0,38.0,47.5,111.72,75.81,93.77,16.0,,3.0,6.0,1.0,3.0,1.0,2.0,Active
96633108,2013,SPAIN,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,7.0,,60.0,,50.0,,42.0,,10.0,,9.0,,42.0,,1.0,1.0,Active
96738249,2013,IRELAND,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,2.0,,60.0,,,,,,3.0,,,,,,1.0,,Active
96825246,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,60.0,,50.0,,79.8,98.7,15.0,,6.0,,25.0,26.0,1.0,2.0,Active
96886565,2013,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate,,,300.0,,250.0,,,239.4,38.0,,1.0,,,,5.0,6.0,Active
96918427,2013,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,,,264.0,,228.0,277.2,201.6,,15.0,,8.0,22.0,1.0,,6.0,6.0,Active
97375353,2013,FRANCE,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,,,237.6,172.8,205.2,,,,75.0,1.0,31.0,,,,6.0,,Active
97441019,2013,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,9.0,273.0,182.0,227.5,252.25,183.46,217.85,36.0,,3.0,214.0,15.0,28.0,5.0,6.0,Active
97615194,2013,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,10.0,,176.64,125.12,150.88,201.6,142.8,,78.0,14.0,2.0,124.0,27.0,,4.0,4.0,Active
97729258,2013,RUSSIA,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,7.0,,60.0,,50.0,63.0,42.0,,1.0,,5.0,19.0,5.0,,1.0,1.0,Active
97737407,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,9.0,,156.0,,132.0,,210.0,,36.0,,9.0,,195.0,,3.0,5.0,Active
97751884,2013,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Academic,,,57.0,38.0,47.5,117.6,,98.7,17.0,1.0,2.0,15.0,,,1.0,2.0,Active
97848852,2013,FRANCE,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,,,273.0,182.0,227.5,,,,6.0,,3.0,,,,5.0,,Active
98030591,2013,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,,,60.0,,,,,,4.0,,,,,,1.0,,Active
98065790,2013,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,,,57.0,38.0,47.5,,,,5.0,1.0,1.0,,,,1.0,,Active
98111616,2013,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,,,237.6,172.8,205.2,249.48,181.44,215.46,144.0,55.0,22.0,112.0,13.0,24.0,6.0,6.0,Active
98112928,2013,FRANCE,MANAGER,$50-$100m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,,,,1.0,,,,,1.0,,Active
98421795,2013,BELGIUM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,9.0,,105.28,71.44,88.36,,113.4,138.6,2.0,5.0,1.0,,16.0,19.0,2.0,3.0,Active
98630183,2013,GERMANY,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,9.0,,60.0,,50.0,117.6,,98.7,6.0,,10.0,38.0,,7.0,1.0,2.0,Active
98670698,2013,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,145.08,100.44,122.76,,,,36.0,4.0,15.0,,,,3.0,,Active
98846604,2013,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,,,60.0,,50.0,163.8,113.4,,11.0,,2.0,45.0,62.0,,1.0,3.0,Active
98903094,2013,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,3.0,,60.0,,50.0,163.8,,138.6,,,5.0,51.0,,24.0,1.0,3.0,Active
98907099,2013,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research,,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
98971856,2013,RUSSIA,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,4.0,,,,94.0,,,,,,4.0,,,,2.0,,Active
99061956,2013,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,7.0,60.0,,50.0,163.8,,138.6,29.0,,,40.0,,19.0,1.0,3.0,Active
99111244,2013,RUSSIA,MANAGER,Less than $20m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,63.0,42.0,,10.0,2.0,3.0,5.0,20.0,,1.0,1.0,Active
99171976,2013,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,2.0,,60.0,,50.0,,113.4,138.6,7.0,,11.0,,,,1.0,3.0,Active
99222296,2013,IRELAND,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,9.0,57.0,38.0,47.5,111.72,75.81,93.77,4.0,,6.0,16.0,8.0,6.0,1.0,2.0,Active
99242611,2013,GERMANY,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,60.0,,50.0,,79.8,,,,,,,,1.0,2.0,Active
99294473,2013,NETHERLANDS,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,8.0,,57.0,38.0,47.5,111.72,75.81,93.77,9.0,,4.0,1.0,,,1.0,2.0,Active
99306731,2013,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,57.0,38.0,47.5,,,,1.0,10.0,1.0,,,,1.0,,Active
99311454,2013,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,60.0,,50.0,163.8,,,12.0,,2.0,21.0,,,1.0,3.0,Active
99343454,2013,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Corporate,,6.0,105.28,71.44,88.36,110.54,75.01,92.78,18.0,,20.0,15.0,1.0,3.0,2.0,2.0,Active
99378387,2013,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,,60.0,,50.0,63.0,,52.5,4.0,,6.0,1.0,,3.0,1.0,1.0,Active
99430291,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,10.0,,237.6,172.8,205.2,277.2,,239.4,29.0,17.0,7.0,7.0,,16.0,6.0,6.0,Active
99477688,2013,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,,0.0,60.0,,50.0,163.8,,138.6,,,9.0,74.0,,30.0,1.0,3.0,Active
99499980,2013,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,145.08,100.44,122.76,,,,18.0,1.0,27.0,,,,3.0,,Active
99654977,2013,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,,,105.28,71.44,88.36,,142.8,172.2,1.0,,,,31.0,72.0,2.0,4.0,Active
99674088,2013,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Corporate,,,57.0,38.0,47.5,,,,4.0,,,,,,1.0,,Active
99693338,2013,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,60.0,,50.0,,113.4,138.6,3.0,,28.0,,10.0,7.0,1.0,3.0,Active
99733226,2013,IRELAND,MANAGER,$50-$100m,51 - 100 employees,Academic,,,57.0,38.0,47.5,,42.0,52.5,2.0,,,,9.0,16.0,1.0,1.0,Active
99735706,2013,RUSSIA,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,,,60.0,,,,,,14.0,,,,,,1.0,,Active
99741636,2013,NETHERLANDS,MANAGER,$1bn+,5000+ employees,Research,0.0,,57.0,38.0,47.5,,,,6.0,4.0,5.0,,,,1.0,,Active
99756625,2013,RUSSIA,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,8.0,,60.0,,50.0,163.8,,,5.0,,9.0,9.0,,,1.0,3.0,Active
99836785,2013,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Academic,,,237.6,172.8,205.2,277.2,,239.4,93.0,1.0,7.0,197.0,,24.0,6.0,6.0,Active
99853616,2013,IRELAND,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,8.0,300.0,,250.0,,201.6,,23.0,,6.0,,252.0,,5.0,6.0,Active
99904457,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,,237.6,172.8,205.2,277.2,,239.4,78.0,35.0,12.0,22.0,,91.0,6.0,6.0,Active
99919903,2013,GERMANY,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,,,237.6,172.8,205.2,249.48,181.44,215.46,39.0,7.0,13.0,44.0,6.0,2.0,6.0,6.0,Active
99960909,2013,IRELAND,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,,7.0,264.0,,228.0,277.2,,,130.0,,19.0,108.0,,,6.0,6.0,Active
10066053,2012,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,,,176.64,125.12,150.88,,,,,6.0,5.0,,,,4.0,,Active
10124355,2012,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,,,57.0,38.0,47.5,,,,7.0,14.0,,,,,1.0,,Active
10151112,2012,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,5.0,,60.0,,50.0,117.6,79.8,,,,5.0,31.0,52.0,,1.0,2.0,Active
10261516,2012,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,,,,,50.0,,,,,,11.0,,,,1.0,,Active
10329532,2012,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,60.0,,50.0,,42.0,,3.0,,18.0,,30.0,,1.0,1.0,Active
10385714,2012,GERMANY,MANAGER,$20-$50m,51 - 100 employees,Research,9.0,,176.64,125.12,150.88,185.47,131.38,158.42,10.0,23.0,38.0,3.0,4.0,4.0,4.0,4.0,Active
10650466,2012,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,10.0,,57.0,38.0,47.5,,,,14.0,,,,,,1.0,,Active
10714427,2012,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,,,237.6,172.8,205.2,249.48,181.44,215.46,45.0,1.0,,7.0,9.0,6.0,6.0,6.0,Active
10827364,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,4.0,,57.0,38.0,47.5,,,,1.0,6.0,2.0,,,,1.0,,Active
10836382,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,,,57.0,38.0,47.5,,,,10.0,8.0,3.0,,,,1.0,,Active
10910366,2012,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,7.0,,192.0,,164.0,277.2,,,49.0,,42.0,132.0,,,4.0,6.0,Active
11030401,2012,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research,6.0,,57.0,38.0,47.5,163.8,113.4,,,,,66.0,38.0,,1.0,3.0,Active
11033316,2012,UNITED KINGDOM,MANAGER,Less than $20m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,155.61,107.73,131.67,11.0,,1.0,36.0,33.0,4.0,1.0,3.0,Active
11070461,2012,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,2.0,,60.0,,50.0,,,,2.0,,6.0,,,,1.0,,Active
11085069,2012,SPAIN,MANAGER,$1bn+,1001 - 5000 employees,Research,,,60.0,,50.0,63.0,,52.5,3.0,,27.0,4.0,,25.0,1.0,1.0,Active
11108050,2012,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,,57.0,38.0,47.5,155.61,107.73,131.67,9.0,2.0,6.0,64.0,22.0,6.0,1.0,3.0,Active
11121576,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,,,57.0,38.0,47.5,,,,5.0,,1.0,,,,1.0,,Active
11122002,2012,IRELAND,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,,,105.28,71.44,88.36,110.54,75.01,92.78,15.0,,12.0,9.0,9.0,9.0,2.0,2.0,Active
11194606,2012,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,,8.0,300.0,,250.0,315.0,,262.5,37.0,,7.0,79.0,,15.0,5.0,5.0,Active
11251679,2012,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,113.4,138.6,6.0,11.0,18.0,,18.0,18.0,1.0,3.0,Active
11252198,2012,GERMANY,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,,,60.0,,50.0,117.6,,98.7,,,13.0,8.0,,59.0,1.0,2.0,Active
11296397,2012,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,,,57.0,38.0,47.5,,,,3.0,4.0,,,,,1.0,,Active
11348550,2012,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,,,50.0,,,,,,9.0,,,,1.0,,Active
11372848,2012,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,,,,6.0,3.0,,,,,1.0,,Active
11399493,2012,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,,,,8.0,5.0,2.0,,,,1.0,,Active
11482603,2012,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,1.0,,273.0,182.0,227.5,252.25,183.46,217.85,128.0,,1.0,26.0,38.0,109.0,5.0,6.0,Active
11496655,2012,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,9.0,,57.0,38.0,47.5,117.6,,98.7,4.0,12.0,1.0,23.0,,46.0,1.0,2.0,Active
11525684,2012,FRANCE,MANAGER,$1bn+,5000+ employees,Corporate,,,57.0,38.0,47.5,,,,,1.0,2.0,,,,1.0,,Active
11582869,2012,UNITED KINGDOM,MANAGER,Less than $20m,11 - 50 employees,Corporate,9.0,,300.0,,250.0,315.0,210.0,,,,84.0,55.0,,,5.0,5.0,Active
11597306,2012,BELGIUM,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,10.0,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
11614512,2012,BELGIUM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,,60.0,,50.0,,79.8,98.7,5.0,,3.0,,12.0,37.0,1.0,2.0,Active
11752660,2012,RUSSIA,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,,145.08,100.44,122.76,,,,21.0,3.0,2.0,,,,3.0,,Active
11787245,2012,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,,,264.0,,228.0,277.2,,,,,,78.0,,,6.0,6.0,Active
11791390,2012,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,6.0,,57.0,38.0,47.5,163.8,,138.6,7.0,,2.0,3.0,,29.0,1.0,3.0,Active
11799276,2012,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,,,60.0,,,,,,2.0,,,,,,1.0,,Active
11815696,2012,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,,105.28,71.44,88.36,117.6,79.8,,51.0,,,4.0,39.0,,2.0,2.0,Active
11816280,2012,UNITED STATES,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,8.0,,237.6,172.8,205.2,249.48,181.44,215.46,9.0,3.0,17.0,1.0,1.0,33.0,6.0,6.0,Active
11850091,2012,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Research,7.0,7.0,264.0,,228.0,277.2,,239.4,33.0,,2.0,170.0,,99.0,6.0,6.0,Active
12017826,2012,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,7.0,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
12067939,2012,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,7.0,,57.0,38.0,47.5,,79.8,98.7,6.0,15.0,4.0,,2.0,21.0,1.0,2.0,Active
12146642,2012,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Research,,,145.08,100.44,122.76,,,,4.0,13.0,12.0,,,,3.0,,Active
12235307,2012,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,,60.0,,50.0,,,,3.0,,,,,,1.0,,Active
12326018,2012,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,9.0,,237.6,172.8,205.2,249.48,181.44,215.46,32.0,28.0,5.0,4.0,1.0,18.0,6.0,6.0,Active
12570941,2012,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,,237.6,172.8,205.2,249.48,181.44,215.46,11.0,15.0,2.0,24.0,199.0,22.0,6.0,6.0,Active
12586151,2012,SPAIN,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,57.0,38.0,47.5,,,,,,,,,,1.0,,Active
12612450,2012,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,,,57.0,38.0,47.5,,,,1.0,5.0,1.0,,,,1.0,,Active
12646740,2012,FRANCE,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,60.0,,,,,,5.0,,,,,,1.0,,Active
12663745,2012,IRELAND,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,,10.0,237.6,172.8,205.2,249.48,181.44,215.46,66.0,11.0,60.0,56.0,35.0,45.0,6.0,6.0,Active
