ACCT_ID,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016
82807680,60,40,NA,NA,NA,NA
82819274,57,38,47.5,163.8,NA,138.6
82850185,NA,NA,NA,62.7,41.8,52.25
82869810,NA,NA,NA,66,NA,55
82873822,NA,NA,NA,NA,NA,55
82875111,NA,NA,NA,NA,44,NA
82878614,176.64,125.12,150.88,185.47,131.38,158.42
82880667,192,136,NA,NA,NA,NA
82880811,NA,NA,NA,62.7,41.8,52.25
82906130,NA,NA,NA,290.4,NA,250.8
82916274,192,NA,164,NA,210,NA
82919085,57,38,47.5,NA,NA,NA
82924633,60,NA,50,63,NA,NA
82928822,57,38,47.5,NA,NA,NA
82935354,57,38,47.5,117.6,NA,98.7
82953066,60,40,NA,NA,NA,NA
82954308,NA,NA,NA,NA,44,NA
82977648,57,38,47.5,NA,113.4,138.6
82997157,237.6,172.8,205.2,NA,201.6,239.4
82997283,NA,NA,50,NA,NA,NA
83008615,57,38,47.5,163.8,NA,138.6
83030451,60,NA,NA,NA,NA,52.5
83030743,NA,NA,NA,275.88,200.64,238.26
83034542,237.6,172.8,205.2,249.48,181.44,215.46
83047351,57,38,47.5,63,42,NA
83052087,60,NA,50,NA,NA,138.6
83073139,264,192,NA,277.2,NA,239.4
83089786,57,38,47.5,117.6,NA,98.7
83119204,NA,NA,50,NA,NA,98.7
83121664,NA,NA,NA,NA,220,275
83123023,60,NA,50,163.8,113.4,NA
83157660,57,38,47.5,111.72,75.81,93.77
83162650,NA,NA,NA,330,NA,275
83165772,NA,NA,50,NA,113.4,NA
83182131,57,38,47.5,117.6,79.8,NA
83182416,57,38,47.5,111.72,75.81,93.77
83189832,57,38,47.5,117.6,NA,98.7
83196495,156,108,NA,NA,NA,NA
83204534,57,38,47.5,111.72,75.81,93.77
83204643,NA,NA,NA,NA,NA,55
83211994,60,NA,50,63,42,NA
83216203,NA,NA,NA,62.7,41.8,52.25
83234154,300,NA,250,315,NA,262.5
83237659,60,NA,50,NA,NA,98.7
83239098,60,NA,50,117.6,NA,NA
83241033,NA,192,228,277.2,NA,239.4
83247103,NA,NA,NA,62.7,41.8,52.25
83269219,300,NA,250,277.2,NA,239.4
83270396,NA,192,228,277.2,NA,NA
83273865,NA,NA,NA,NA,NA,55
83273931,57,38,47.5,NA,NA,NA
83285212,237.6,172.8,205.2,NA,NA,NA
83288149,NA,NA,NA,NA,44,NA
83292095,57,38,47.5,111.72,75.81,93.77
83303327,NA,NA,NA,66,NA,55
83304142,NA,NA,NA,123.2,NA,103.4
83308631,NA,NA,NA,275.88,200.64,238.26
83308894,NA,NA,NA,NA,211.2,NA
83312708,192,NA,164,NA,NA,262.5
83340146,NA,NA,NA,330,NA,275
83346793,300,NA,250,NA,201.6,239.4
83348650,NA,NA,50,NA,NA,NA
83390442,57,38,47.5,NA,NA,NA
83407950,NA,NA,50,NA,113.4,NA
83431171,57,38,47.5,NA,NA,NA
83434005,NA,NA,NA,66,NA,NA
83455968,NA,NA,NA,275.88,200.64,238.26
83467878,57,38,47.5,63,NA,52.5
83467967,NA,NA,NA,275.88,200.64,238.26
83471026,273,182,227.5,NA,210,262.5
83490136,NA,NA,NA,66,NA,55
83497237,NA,NA,NA,NA,149.6,180.4
83502151,60,NA,50,163.8,113.4,NA
83512526,NA,NA,NA,NA,NA,55
83514594,60,NA,50,NA,113.4,138.6
83519041,60,NA,NA,NA,NA,138.6
83522788,NA,NA,NA,66,NA,55
83526154,60,NA,50,NA,NA,52.5
83547184,57,38,47.5,63,NA,52.5
83555359,NA,NA,94,NA,NA,98.7
83560443,NA,NA,132,NA,NA,262.5
83561255,NA,NA,50,NA,NA,NA
83570939,57,38,47.5,111.72,75.81,93.77
83577163,NA,NA,NA,62.7,41.8,52.25
83585515,NA,NA,132,NA,NA,NA
83592798,57,38,47.5,NA,NA,NA
83594872,57,38,47.5,NA,NA,NA
83594939,57,38,47.5,63,NA,52.5
83605426,NA,NA,228,277.2,NA,NA
83613643,NA,NA,NA,62.7,41.8,52.25
83616133,60,NA,50,63,NA,52.5
83622665,NA,NA,NA,NA,NA,275
83625917,145.08,100.44,122.76,152.33,105.46,128.9
83639702,NA,NA,NA,NA,44,NA
83642420,57,38,47.5,111.72,75.81,93.77
83657181,60,NA,NA,NA,NA,NA
83663402,NA,NA,NA,NA,149.6,180.4
83666140,57,38,47.5,NA,113.4,138.6
83671930,NA,NA,NA,66,NA,NA
83673006,60,40,NA,NA,NA,NA
83690218,60,NA,50,NA,79.8,98.7
83715537,57,38,47.5,155.61,107.73,131.67
83729657,60,NA,50,163.8,NA,138.6
83736720,NA,NA,50,NA,NA,NA
83737572,NA,NA,NA,62.7,41.8,52.25
83744633,NA,NA,NA,62.7,41.8,52.25
83756264,105.28,71.44,88.36,189.5,134.23,161.87
83772222,NA,NA,NA,66,NA,55
83783696,57,38,47.5,NA,NA,NA
83828638,NA,NA,NA,211.2,NA,180.4
83828766,60,NA,50,63,NA,52.5
83836917,60,NA,50,63,42,NA
83873131,NA,NA,NA,211.2,NA,180.4
83875993,60,NA,50,163.8,NA,138.6
83884662,57,38,47.5,155.61,107.73,131.67
83890733,NA,NA,NA,66,NA,55
83892844,57,38,47.5,59.85,39.9,49.88
83919769,57,38,47.5,59.85,39.9,49.88
83941631,60,NA,NA,NA,NA,NA
83943979,57,38,47.5,NA,NA,NA
83947304,NA,NA,NA,NA,44,NA
83954169,NA,NA,NA,275.88,200.64,238.26
83956850,60,NA,50,NA,NA,NA
83957790,57,38,47.5,155.61,107.73,131.67
83963151,NA,136,164,NA,NA,262.5
83982819,60,NA,50,117.6,NA,NA
83985698,112,NA,94,NA,113.4,NA
84003601,NA,NA,50,NA,NA,NA
84009802,NA,NA,NA,NA,44,55
84026942,60,40,NA,NA,NA,NA
84029130,NA,NA,NA,NA,44,55
84032542,57,38,47.5,NA,NA,NA
84044508,57,38,47.5,59.85,39.9,49.88
84046114,57,38,47.5,111.72,75.81,93.77
84053860,NA,NA,NA,62.7,41.8,52.25
84064277,NA,NA,NA,NA,44,NA
84072409,NA,NA,NA,66,NA,55
84073438,NA,NA,NA,330,NA,NA
84077099,60,NA,50,163.8,NA,138.6
84083895,57,38,47.5,63,42,NA
84108471,NA,NA,NA,66,NA,NA
84110392,57,38,47.5,NA,NA,NA
84115758,NA,NA,50,117.6,NA,NA
84116438,176.64,125.12,150.88,277.2,NA,239.4
84125596,NA,NA,132,NA,NA,NA
84130760,60,NA,50,117.6,NA,98.7
84161552,57,38,47.5,59.85,39.9,49.88
84170119,57,38,47.5,NA,NA,NA
84171159,105.28,71.44,88.36,NA,NA,NA
84176531,NA,NA,250,NA,NA,NA
84180292,57,38,47.5,63,NA,52.5
84187070,60,NA,NA,163.8,NA,NA
84188615,60,NA,50,NA,113.4,138.6
84205794,NA,NA,NA,62.7,41.8,52.25
84207581,NA,136,164,NA,201.6,239.4
84215030,57,38,47.5,63,NA,52.5
84226702,NA,192,228,NA,201.6,NA
84234395,60,NA,50,163.8,NA,138.6
84236409,57,38,47.5,163.8,NA,138.6
84237609,145.08,100.44,122.76,152.33,105.46,128.9
84246975,NA,NA,228,NA,NA,239.4
84292551,NA,NA,NA,66,NA,55
84296923,NA,NA,NA,NA,211.2,NA
84302489,112,NA,NA,NA,79.8,NA
84308952,NA,NA,228,NA,201.6,NA
84315050,237.6,172.8,205.2,277.2,201.6,NA
84320753,NA,NA,94,NA,79.8,NA
84336897,145.08,100.44,122.76,NA,NA,NA
84351655,NA,NA,NA,66,NA,55
84353345,57,38,47.5,NA,42,52.5
84375500,NA,136,164,201.6,142.8,NA
84377609,57,38,47.5,NA,NA,NA
84379343,NA,NA,NA,NA,44,55
84383751,NA,NA,50,NA,NA,NA
84392317,NA,NA,NA,62.7,41.8,52.25
84420673,156,NA,132,NA,142.8,NA
84430470,60,NA,50,63,NA,52.5
84436193,237.6,172.8,205.2,277.2,NA,239.4
84449974,NA,40,50,NA,NA,NA
84450400,NA,NA,NA,290.4,NA,250.8
84499115,57,38,47.5,155.61,107.73,131.67
84506614,60,NA,50,NA,NA,52.5
84522243,60,40,NA,NA,NA,NA
84536610,57,38,47.5,NA,NA,NA
84551561,105.28,71.44,88.36,NA,NA,NA
84559807,57,38,47.5,NA,NA,NA
84561056,57,38,47.5,59.85,39.9,49.88
84577573,192,NA,NA,NA,142.8,NA
84599068,57,38,47.5,NA,NA,NA
84615179,145.08,100.44,122.76,152.33,105.46,128.9
84617918,NA,NA,NA,290.4,211.2,NA
84623317,60,NA,NA,NA,NA,NA
84625036,237.6,172.8,205.2,249.48,181.44,215.46
84629511,237.6,172.8,205.2,249.48,181.44,215.46
84643996,NA,NA,NA,NA,44,55
84706604,NA,NA,NA,62.7,41.8,52.25
84713908,NA,NA,NA,62.7,41.8,52.25
84720376,NA,NA,NA,62.7,41.8,52.25
84757640,237.6,172.8,205.2,277.2,NA,239.4
84761821,NA,NA,NA,66,NA,55
84783195,264,NA,228,277.2,201.6,NA
84794197,NA,NA,NA,NA,44,NA
84799767,57,38,47.5,NA,42,52.5
84813522,57,38,47.5,NA,NA,NA
84814501,NA,NA,NA,66,NA,55
84837501,237.6,172.8,205.2,249.48,181.44,215.46
84839852,273,182,227.5,277.2,201.6,NA
84841383,57,38,47.5,111.72,75.81,93.77
84864659,NA,NA,50,NA,NA,NA
84868774,57,38,47.5,63,42,NA
84873496,57,38,47.5,117.6,79.8,NA
84882473,60,NA,50,163.8,113.4,NA
84883382,57,38,47.5,163.8,113.4,NA
84888430,57,38,47.5,NA,NA,NA
84890657,NA,NA,NA,200.64,142.12,171.38
84922583,NA,NA,NA,66,NA,NA
84928636,NA,NA,NA,NA,NA,55
84941409,264,NA,228,277.2,201.6,NA
84944341,NA,NA,NA,66,NA,55
84944471,NA,NA,NA,NA,44,NA
84948038,NA,NA,132,NA,142.8,NA
84949239,NA,136,164,NA,210,262.5
84966567,105.28,71.44,88.36,189.5,134.23,161.87
84966782,NA,NA,NA,62.7,41.8,52.25
84971466,NA,NA,NA,62.7,41.8,52.25
84971948,NA,NA,NA,62.7,41.8,52.25
84973730,NA,NA,NA,NA,220,275
84990200,NA,NA,94,201.6,NA,NA
84992646,NA,NA,NA,NA,NA,180.4
84996589,57,38,47.5,59.85,39.9,49.88
84997651,NA,NA,NA,NA,44,55
85001761,57,38,47.5,59.85,39.9,49.88
85005489,NA,NA,NA,290.4,NA,250.8
85014494,NA,NA,NA,NA,44,55
85015354,NA,40,50,NA,NA,NA
85027444,237.6,172.8,205.2,277.2,NA,239.4
85035744,NA,NA,NA,66,NA,55
85038328,60,NA,50,NA,113.4,138.6
85042206,264,NA,228,277.2,NA,239.4
85048483,273,182,227.5,286.65,191.1,238.88
85061717,60,40,NA,NA,NA,NA
85072571,57,38,47.5,111.72,75.81,93.77
85074684,NA,NA,NA,275.88,200.64,238.26
85092203,57,38,47.5,111.72,75.81,93.77
85103605,60,NA,50,NA,113.4,138.6
85104745,NA,NA,NA,62.7,41.8,52.25
85115772,60,40,NA,NA,NA,NA
85122410,NA,NA,NA,62.7,41.8,52.25
85141548,300,NA,250,315,NA,262.5
85143544,156,108,NA,NA,NA,NA
85143688,NA,NA,NA,62.7,41.8,52.25
85146418,NA,192,228,NA,NA,239.4
85183915,NA,NA,50,NA,NA,NA
85187805,NA,NA,NA,290.4,NA,250.8
85194371,NA,NA,NA,211.2,NA,180.4
85200362,57,38,47.5,155.61,107.73,131.67
85206206,105.28,71.44,88.36,NA,NA,NA
85215391,273,182,227.5,277.2,NA,239.4
85218785,60,NA,50,NA,79.8,98.7
85231967,57,38,47.5,NA,NA,NA
85237317,57,38,47.5,117.6,79.8,NA
85257339,NA,NA,NA,66,NA,NA
85259957,264,192,NA,NA,201.6,239.4
85268989,60,NA,50,117.6,NA,98.7
85279724,60,NA,NA,NA,NA,52.5
85290656,NA,NA,NA,66,44,NA
85300442,NA,NA,NA,62.7,41.8,52.25
85300532,NA,NA,NA,NA,211.2,NA
85303813,57,38,47.5,59.85,39.9,49.88
85304484,192,NA,164,NA,NA,239.4
85305828,57,38,47.5,63,NA,52.5
85306064,145.08,100.44,122.76,292.95,195.3,244.13
85309088,57,38,47.5,63,NA,52.5
85318291,60,NA,50,163.8,NA,138.6
85327299,NA,NA,NA,275.88,200.64,238.26
85337050,NA,NA,NA,123.2,NA,103.4
85342710,60,40,NA,NA,NA,NA
85346024,NA,NA,NA,NA,NA,180.4
85351024,273,182,227.5,NA,201.6,239.4
85351197,NA,NA,NA,123.2,NA,NA
85366575,57,38,47.5,111.72,75.81,93.77
85369916,57,38,47.5,59.85,39.9,49.88
85378802,NA,NA,228,NA,201.6,NA
85385125,NA,192,228,277.2,NA,239.4
85387992,57,38,47.5,NA,NA,NA
85389487,NA,NA,50,NA,NA,NA
85398476,264,192,NA,277.2,201.6,NA
85405009,NA,136,164,315,NA,262.5
85414082,264,NA,NA,NA,201.6,NA
85433216,NA,NA,NA,NA,220,NA
85446134,57,38,47.5,155.61,107.73,131.67
85467815,NA,NA,NA,NA,NA,55
85482988,57,38,47.5,NA,NA,NA
85488536,57,38,47.5,155.61,107.73,131.67
85494217,105.28,71.44,88.36,NA,NA,NA
85503442,NA,NA,NA,66,44,NA
85518972,57,38,47.5,NA,113.4,138.6
85522124,264,NA,228,NA,201.6,NA
85530014,156,NA,NA,NA,NA,NA
85535444,264,NA,228,277.2,NA,239.4
85539660,60,NA,50,163.8,NA,NA
85541769,264,NA,228,NA,201.6,239.4
85548040,NA,NA,NA,NA,NA,55
85563580,NA,136,164,NA,142.8,172.2
85600268,60,NA,50,117.6,79.8,NA
85601478,60,NA,50,NA,113.4,NA
85607727,60,NA,50,NA,79.8,98.7
85621572,NA,NA,NA,NA,44,NA
85627922,NA,40,50,NA,NA,NA
85633961,156,108,NA,NA,NA,NA
85643247,264,192,NA,277.2,NA,239.4
85645405,NA,40,50,NA,NA,NA
85646548,NA,NA,NA,200.64,142.12,171.38
85653257,57,38,47.5,111.72,75.81,93.77
85664851,300,200,NA,NA,201.6,239.4
85665408,NA,NA,NA,330,220,NA
85666121,NA,NA,NA,NA,44,55
85670766,57,38,47.5,117.6,79.8,NA
85675892,57,38,47.5,NA,79.8,98.7
85684875,NA,NA,NA,66,NA,NA
85689964,NA,192,228,277.2,NA,239.4
85705290,57,38,47.5,63,NA,52.5
85707415,57,38,47.5,NA,NA,NA
85709539,NA,NA,NA,NA,44,NA
85739547,57,38,47.5,59.85,39.9,49.88
85740639,NA,NA,NA,NA,44,NA
85745610,NA,NA,228,NA,201.6,NA
85747072,NA,NA,NA,62.7,41.8,52.25
85753956,57,38,47.5,155.61,107.73,131.67
85755790,60,NA,50,163.8,113.4,NA
85758453,192,NA,164,315,NA,262.5
85786613,237.6,172.8,205.2,249.48,181.44,215.46
85787122,105.28,71.44,88.36,117.6,NA,98.7
85788685,60,NA,50,NA,113.4,138.6
85789800,NA,NA,NA,NA,44,NA
85789970,57,38,47.5,59.85,39.9,49.88
85821885,NA,NA,NA,330,NA,275
85831252,NA,NA,50,NA,NA,NA
85845738,60,40,NA,NA,NA,NA
85855888,105.28,71.44,88.36,153.97,106.6,130.28
85862904,57,38,47.5,117.6,NA,98.7
85869562,192,NA,164,315,NA,262.5
85869874,57,38,47.5,NA,NA,NA
85878998,NA,192,228,277.2,NA,239.4
85893538,57,38,47.5,NA,NA,NA
85903999,60,NA,50,163.8,NA,138.6
85907754,NA,NA,NA,117.04,79.42,98.23
85936016,57,38,47.5,111.72,75.81,93.77
85936350,NA,NA,50,163.8,NA,NA
85939097,60,NA,50,163.8,NA,138.6
85954898,57,38,47.5,NA,NA,NA
85970424,237.6,172.8,205.2,NA,201.6,239.4
85972266,57,38,47.5,155.61,107.73,131.67
85981369,60,40,NA,NA,NA,NA
85984711,NA,NA,NA,NA,NA,55
86012573,264,NA,NA,277.2,NA,NA
86013567,145.08,100.44,122.76,NA,NA,NA
86016198,NA,NA,NA,NA,44,55
86030820,57,38,47.5,NA,NA,NA
86041229,264,192,NA,NA,NA,NA
86058363,57,38,47.5,111.72,75.81,93.77
86059196,60,NA,50,63,NA,52.5
86071708,NA,NA,NA,NA,NA,55
86078483,NA,NA,NA,66,NA,NA
86079649,NA,NA,NA,62.7,41.8,52.25
86081785,NA,NA,NA,290.4,NA,250.8
86081842,57,38,47.5,NA,NA,NA
86085926,57,38,47.5,NA,NA,NA
86089262,NA,NA,NA,62.7,41.8,52.25
86097607,NA,NA,NA,62.7,41.8,52.25
86100137,57,38,47.5,111.72,75.81,93.77
86111630,NA,NA,NA,330,NA,NA
86111648,57,38,47.5,NA,42,52.5
86116025,57,38,47.5,117.6,NA,98.7
86117211,NA,NA,NA,313.5,209,261.25
86117711,NA,NA,164,NA,NA,239.4
86132313,60,NA,50,117.6,NA,NA
86146695,57,38,47.5,59.85,39.9,49.88
86148902,264,NA,228,277.2,NA,NA
86149689,264,NA,228,277.2,NA,239.4
86165349,NA,NA,250,NA,NA,NA
86207676,NA,136,164,NA,NA,NA
86210589,176.64,125.12,150.88,201.6,142.8,NA
86241764,NA,NA,NA,123.2,NA,103.4
86242296,60,NA,50,NA,113.4,138.6
86272086,NA,NA,NA,290.4,NA,250.8
86279221,60,NA,NA,NA,NA,98.7
86281282,NA,NA,NA,62.7,41.8,52.25
86295677,NA,NA,164,NA,NA,NA
86296136,300,NA,250,277.2,NA,NA
86299531,NA,NA,NA,66,NA,55
86303146,60,NA,50,117.6,NA,98.7
86312994,57,38,47.5,117.6,NA,98.7
86368714,NA,NA,50,NA,113.4,NA
86373695,300,200,NA,NA,NA,NA
86375681,NA,NA,NA,275.88,200.64,238.26
86389412,NA,NA,NA,NA,NA,145.2
86395073,57,38,47.5,NA,NA,NA
86409335,60,40,NA,NA,NA,NA
86421181,60,NA,50,NA,NA,98.7
86430695,NA,NA,NA,NA,44,NA
86432338,57,38,47.5,NA,NA,NA
86433265,NA,NA,NA,66,NA,NA
86436285,NA,NA,NA,163.02,112.86,137.94
86437801,NA,NA,NA,211.2,NA,180.4
86443186,273,182,227.5,NA,NA,NA
86444118,60,NA,50,NA,113.4,NA
86446295,57,38,47.5,63,NA,52.5
86459652,105.28,71.44,88.36,153.97,106.6,130.28
86504054,NA,NA,NA,66,44,NA
86505571,60,40,NA,NA,NA,NA
86510070,57,38,47.5,NA,NA,NA
86511519,NA,NA,NA,NA,NA,55
86533338,60,NA,NA,NA,NA,52.5
86545542,60,NA,50,NA,NA,138.6
86553503,60,NA,50,163.8,NA,138.6
86556282,NA,NA,NA,62.7,41.8,52.25
86557280,57,38,47.5,155.61,107.73,131.67
86557693,NA,NA,NA,NA,NA,55
86567582,176.64,125.12,150.88,289.8,193.2,241.5
86585782,NA,192,228,NA,201.6,239.4
86595080,273,182,227.5,NA,NA,NA
86595293,176.64,125.12,150.88,185.47,131.38,158.42
86605562,60,NA,50,NA,113.4,NA
86611041,NA,40,50,NA,NA,NA
86613649,NA,NA,NA,62.7,41.8,52.25
86625382,112,76,NA,NA,NA,NA
86625951,57,38,47.5,155.61,107.73,131.67
86645049,NA,NA,NA,330,NA,275
86645827,237.6,172.8,205.2,277.2,NA,239.4
86663037,145.08,100.44,122.76,152.33,105.46,128.9
86669235,60,NA,50,NA,113.4,NA
86701995,57,38,47.5,163.8,NA,138.6
86704431,NA,NA,NA,66,NA,55
86714451,176.64,125.12,150.88,NA,NA,NA
86724824,NA,NA,NA,62.7,41.8,52.25
86728681,NA,NA,NA,123.2,NA,103.4
86756095,NA,NA,NA,62.7,41.8,52.25
86761528,NA,NA,228,NA,201.6,NA
86792751,NA,108,132,NA,NA,NA
86794037,NA,76,94,NA,NA,NA
86805334,NA,200,250,315,NA,262.5
86809257,NA,NA,NA,62.7,41.8,52.25
86811392,NA,NA,NA,NA,211.2,NA
86839614,112,NA,NA,NA,NA,98.7
86844631,60,NA,NA,163.8,NA,NA
86853726,60,NA,50,NA,NA,NA
86864035,273,182,227.5,315,NA,262.5
86875845,NA,NA,NA,62.7,41.8,52.25
86881047,NA,NA,NA,NA,220,275
86882447,57,38,47.5,59.85,39.9,49.88
86885772,57,38,47.5,155.61,107.73,131.67
86924980,57,38,47.5,NA,NA,NA
86926349,57,38,47.5,63,NA,52.5
86927513,57,38,47.5,59.85,39.9,49.88
86932807,NA,40,50,NA,NA,NA
86956707,237.6,172.8,205.2,277.2,201.6,NA
86959982,57,38,47.5,111.72,75.81,93.77
86963498,NA,NA,NA,66,44,NA
86974006,57,38,47.5,NA,NA,NA
86985775,300,NA,250,NA,210,262.5
87012319,57,38,47.5,NA,NA,NA
87034575,57,38,47.5,163.8,NA,138.6
87036162,60,NA,50,NA,42,NA
87037649,60,NA,50,NA,NA,138.6
87040937,237.6,172.8,205.2,277.2,NA,239.4
87051401,57,38,47.5,111.72,75.81,93.77
87052902,57,38,47.5,59.85,39.9,49.88
87059023,176.64,125.12,150.88,NA,NA,NA
87060929,57,38,47.5,NA,NA,NA
87070519,57,38,47.5,NA,79.8,98.7
87084905,105.28,71.44,88.36,201.6,NA,172.2
87114673,192,136,NA,315,NA,262.5
87118555,57,38,47.5,59.85,39.9,49.88
87119299,NA,NA,NA,66,NA,55
87131153,NA,NA,NA,117.04,79.42,98.23
87143345,105.28,71.44,88.36,NA,NA,NA
87146746,NA,NA,NA,66,44,NA
87149808,57,38,47.5,117.6,NA,98.7
87156242,57,38,47.5,155.61,107.73,131.67
87160311,60,NA,NA,NA,NA,NA
87164063,57,38,47.5,NA,NA,NA
87164409,57,38,47.5,63,NA,52.5
87181309,NA,NA,NA,66,NA,55
87221578,273,182,227.5,NA,210,262.5
87222555,NA,NA,NA,NA,NA,55
87248021,57,38,47.5,NA,NA,NA
87264177,NA,NA,250,NA,NA,NA
87274116,NA,NA,NA,NA,44,NA
87275140,NA,NA,NA,62.7,41.8,52.25
87282235,57,38,47.5,NA,NA,NA
87290115,NA,NA,NA,211.2,NA,180.4
87311809,300,NA,250,NA,210,NA
87314993,60,NA,50,NA,79.8,NA
87315793,57,38,47.5,59.85,39.9,49.88
87320059,57,38,47.5,155.61,107.73,131.67
87324770,57,38,47.5,117.6,79.8,NA
87329859,NA,NA,NA,NA,NA,250.8
87331572,105.28,71.44,88.36,117.6,79.8,NA
87332762,264,NA,228,NA,201.6,239.4
87334017,300,200,NA,277.2,201.6,NA
87358522,60,40,NA,NA,NA,NA
87364997,NA,NA,NA,NA,44,NA
87371932,NA,40,50,NA,NA,NA
87387761,176.64,125.12,150.88,277.2,NA,239.4
87393248,112,NA,NA,NA,NA,98.7
87396195,NA,NA,NA,NA,NA,55
87427495,57,38,47.5,59.85,39.9,49.88
87439985,NA,NA,NA,NA,NA,55
87442456,60,NA,50,NA,42,NA
87449937,NA,40,50,NA,NA,NA
87458877,NA,NA,NA,62.7,41.8,52.25
87477880,NA,192,228,NA,NA,239.4
87484581,105.28,71.44,88.36,201.6,NA,172.2
87489845,NA,NA,NA,NA,NA,55
87489921,60,NA,NA,NA,NA,NA
87502977,NA,NA,NA,313.5,209,261.25
87513890,60,NA,50,117.6,NA,98.7
87517688,57,38,47.5,111.72,75.81,93.77
87551363,57,38,47.5,NA,NA,NA
87562614,NA,NA,50,NA,NA,NA
87562859,60,NA,50,63,42,NA
87580038,57,38,47.5,NA,NA,NA
87584374,60,40,NA,NA,NA,NA
87590315,300,NA,250,277.2,NA,NA
87595199,NA,NA,NA,290.4,NA,250.8
87598950,57,38,47.5,111.72,75.81,93.77
87601119,NA,NA,NA,211.2,149.6,NA
87611850,264,NA,NA,NA,NA,NA
87613473,57,38,47.5,111.72,75.81,93.77
87626301,NA,NA,NA,62.7,41.8,52.25
87634199,NA,NA,NA,NA,44,55
87643577,57,38,47.5,NA,NA,NA
87644116,NA,40,50,NA,NA,NA
87644433,60,NA,50,NA,79.8,98.7
87650153,237.6,172.8,205.2,277.2,201.6,NA
87657859,60,40,NA,NA,NA,NA
87662934,NA,NA,NA,NA,220,NA
87675905,NA,NA,NA,200.64,142.12,171.38
87681825,57,38,47.5,59.85,39.9,49.88
87693020,57,38,47.5,NA,NA,NA
87706409,NA,NA,NA,NA,NA,250.8
87711078,60,NA,50,NA,79.8,98.7
87712838,57,38,47.5,NA,113.4,138.6
87734561,NA,NA,NA,NA,44,NA
87737592,57,38,47.5,155.61,107.73,131.67
87738483,176.64,125.12,150.88,NA,201.6,239.4
87743141,156,NA,NA,NA,210,NA
87753823,60,NA,50,NA,79.8,NA
87755884,192,NA,164,315,NA,262.5
87760352,237.6,172.8,205.2,249.48,181.44,215.46
87775487,60,NA,NA,NA,NA,NA
87791631,60,NA,50,NA,42,NA
87796795,105.28,71.44,88.36,201.6,NA,172.2
87807261,57,38,47.5,NA,NA,NA
87821011,NA,NA,NA,66,NA,55
87823435,273,182,227.5,NA,201.6,239.4
87827990,176.64,125.12,150.88,NA,NA,NA
87828174,60,NA,50,NA,79.8,NA
87829142,NA,NA,NA,66,NA,NA
87836418,NA,NA,228,NA,201.6,NA
87836547,105.28,71.44,88.36,NA,NA,NA
87843318,NA,NA,50,NA,113.4,NA
87846440,60,NA,50,NA,42,52.5
87849974,NA,NA,NA,NA,44,NA
87862346,NA,192,228,277.2,NA,239.4
87876227,60,NA,50,NA,NA,98.7
87883044,176.64,125.12,150.88,255.02,185.47,220.25
87896481,273,182,227.5,286.65,191.1,238.88
87942027,60,NA,50,NA,42,52.5
87958719,NA,40,50,NA,NA,NA
87975027,60,NA,50,NA,42,NA
88022486,57,38,47.5,NA,NA,NA
88032966,57,38,47.5,NA,42,52.5
88049702,60,NA,NA,NA,NA,NA
88054275,NA,NA,228,NA,201.6,NA
88065033,57,38,47.5,63,NA,52.5
88069640,273,182,227.5,315,NA,262.5
88074392,NA,NA,NA,NA,83.6,NA
88096467,NA,NA,164,NA,NA,NA
88114674,NA,NA,NA,330,220,NA
88115574,NA,NA,50,63,NA,NA
88115772,60,NA,NA,NA,NA,NA
88129758,237.6,172.8,205.2,277.2,201.6,NA
88137630,NA,NA,NA,66,NA,NA
88146194,NA,NA,50,NA,NA,NA
88149548,60,NA,50,117.6,NA,98.7
88159249,NA,NA,NA,275.88,200.64,238.26
88162874,60,NA,50,163.8,NA,NA
88165854,57,38,47.5,111.72,75.81,93.77
88166706,NA,NA,NA,66,NA,55
88176151,57,38,47.5,NA,NA,NA
88183421,NA,200,250,NA,NA,239.4
88189082,NA,NA,NA,66,NA,55
88208569,145.08,100.44,122.76,NA,NA,NA
88212253,60,40,NA,NA,NA,NA
88212396,NA,NA,NA,66,NA,55
88224467,NA,NA,NA,66,44,NA
88226186,145.08,100.44,122.76,NA,NA,NA
88226600,NA,NA,NA,NA,NA,55
88235950,237.6,172.8,205.2,NA,NA,NA
88260511,273,182,227.5,277.2,201.6,NA
88263350,NA,NA,NA,66,NA,55
88265199,NA,NA,50,NA,113.4,NA
88298120,NA,NA,NA,NA,83.6,NA
88298185,60,NA,50,63,NA,52.5
88302145,57,38,47.5,NA,NA,NA
88313039,57,38,47.5,NA,NA,NA
88318378,264,192,NA,277.2,NA,NA
88325146,60,NA,50,NA,42,52.5
88329384,57,38,47.5,163.8,NA,138.6
88340155,60,NA,50,163.8,113.4,NA
88342097,NA,NA,NA,NA,44,55
88344943,237.6,172.8,205.2,277.2,201.6,NA
88358700,NA,NA,NA,275.88,200.64,238.26
88371583,NA,NA,NA,NA,44,NA
88377953,57,38,47.5,111.72,75.81,93.77
88379874,60,40,NA,NA,NA,NA
88380313,NA,NA,NA,66,NA,55
88381886,105.28,71.44,88.36,NA,NA,NA
88382831,237.6,172.8,205.2,249.48,181.44,215.46
88383103,NA,76,94,NA,NA,NA
