ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE
17356103,2012,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research
17373803,2012,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research
17553108,2012,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
17594217,2012,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
17732678,2012,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
17781803,2012,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
17819943,2012,IRELAND,MANAGER,$20-$50m,11 - 50 employees,Corporate
17829669,2012,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Research
17953880,2012,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
17988995,2012,NETHERLANDS,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
18021504,2012,SPAIN,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
18066706,2012,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
18109473,2012,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
18178691,2012,FRANCE,MANAGER,Less than $20m,11 - 50 employees,Academic
18273843,2012,NETHERLANDS,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
18358149,2012,IRELAND,MANAGER,$20-$50m,51 - 100 employees,Research
18372959,2012,GERMANY,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
18412380,2012,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
18447641,2012,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic
18489754,2012,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
18587234,2012,SPAIN,MANAGER,$1bn+,5000+ employees,Research
18631255,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research
18689409,2012,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
18732920,2012,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
18750097,2012,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
18810868,2012,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
18943946,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
18979247,2012,FRANCE,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
19112233,2012,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
19324936,2012,GERMANY,MANAGER,Less than $20m,11 - 50 employees,Research
19432594,2012,FRANCE,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic
19484194,2012,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
19575113,2012,SPAIN,SENIOR MANAGER,$1bn+,5000+ employees,Research
19597500,2012,FRANCE,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
19627287,2012,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate
19634732,2012,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
19642221,2012,RUSSIA,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate
19719035,2012,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Research
19727125,2012,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Research
19742335,2012,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research
19859232,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic
20035180,2012,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
20072225,2012,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
20073534,2012,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
20136718,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
20169991,2012,GERMANY,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
20250222,2012,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
20259747,2012,IRELAND,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
20273838,2012,RUSSIA,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic
20445352,2012,GERMANY,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
20475582,2012,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research
20479123,2012,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
20507835,2012,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
20522454,2012,FRANCE,MANAGER,$1bn+,1001 - 5000 employees,Academic
20526380,2012,RUSSIA,MANAGER,$100-$500m,100 - 500 employees,Academic
20567507,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
20627731,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic
20695990,2012,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research
20704236,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
20726400,2012,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
20790514,2012,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
20794605,2012,NETHERLANDS,SENIOR MANAGER,$1bn+,5000+ employees,Research
20875177,2012,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
20930476,2012,GERMANY,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research
20966677,2012,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic
20969802,2012,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Corporate
20997791,2012,BELGIUM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research
21040131,2012,IRELAND,MANAGER,$100-$500m,501 - 1000 employees,Research
21097057,2012,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
21141982,2012,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
21189836,2012,UNITED KINGDOM,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
21376960,2012,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
21447446,2012,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
21461033,2012,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
21479949,2012,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
21489805,2012,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
21541209,2012,GERMANY,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research
21568936,2012,IRELAND,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research
21597360,2012,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
21604128,2012,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
21648995,2012,BELGIUM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research
21723805,2012,UNITED STATES,MANAGER,$1bn+,5000+ employees,Research
21776841,2012,SPAIN,MANAGER,$50-$100m,51 - 100 employees,Research
22036605,2012,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
22094055,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
22119270,2012,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Research
22119753,2012,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
22144005,2012,FRANCE,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
22159240,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
22216721,2012,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
22256569,2012,BELGIUM,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
22742650,2012,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
22908097,2012,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic
22937884,2012,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
22951445,2012,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Research
23147710,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
23215640,2012,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
23231698,2012,BELGIUM,MANAGER,$50-$100m,100 - 500 employees,Research
23424095,2012,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Academic
23432739,2012,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
23503097,2012,BELGIUM,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
23516212,2012,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Research
23529817,2012,SPAIN,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
23613123,2012,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research
23632950,2012,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
23646196,2012,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
23820181,2012,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
23820742,2012,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
23947116,2012,GERMANY,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
24064376,2012,NETHERLANDS,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic
24076957,2012,SPAIN,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
24090631,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
24110555,2012,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic
24152212,2012,BELGIUM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate
24242616,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research
24280694,2012,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
24321446,2012,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
24441039,2012,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
24517497,2012,BELGIUM,MANAGER,Less than $20m,0 - 10 employees,Academic
24565069,2012,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Academic
24682045,2012,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research
24696401,2012,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research
24794109,2012,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
24841237,2012,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research
25162976,2012,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
25224717,2012,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
25256488,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
25271924,2012,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Research
25343717,2012,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate
25385197,2012,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
25489895,2012,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate
25523265,2012,GERMANY,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
25578397,2012,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
25586627,2012,GERMANY,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic
25739911,2012,FRANCE,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research
25742485,2012,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
25785849,2012,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
25816887,2012,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
25918122,2012,RUSSIA,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
25977921,2012,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research
25985195,2012,UNITED KINGDOM,SENIOR MANAGER,$1bn+,5000+ employees,Research
26088214,2012,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
26187045,2012,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Academic
26458543,2012,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
26600481,2012,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic
26998549,2012,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Academic
27058180,2012,IRELAND,MANAGER,$1bn+,1001 - 5000 employees,Research
27072943,2012,RUSSIA,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
27096602,2012,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Research
27176617,2012,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic
27195601,2012,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research
27246647,2012,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
27256486,2012,IRELAND,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
27346713,2012,GERMANY,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic
27667604,2012,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
27837734,2012,RUSSIA,MANAGER,$1bn+,5000+ employees,Academic
27885523,2012,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
27924461,2012,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
27925562,2012,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research
28017835,2012,RUSSIA,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
28045624,2012,GERMANY,HEAD OF FUNCTION,$1bn+,5000+ employees,Research
28206885,2012,RUSSIA,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic
28250402,2012,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
28386291,2012,GERMANY,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
28418267,2012,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
28438480,2012,FRANCE,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate
28499261,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
28500984,2012,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research
28520830,2012,BELGIUM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
28584652,2012,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research
28619941,2012,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
28694143,2012,NETHERLANDS,MANAGER,$1bn+,1001 - 5000 employees,Academic
28838413,2012,IRELAND,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
28868995,2012,RUSSIA,MANAGER,$1bn+,5000+ employees,Academic
28893172,2012,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
28949936,2012,RUSSIA,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research
28962271,2012,RUSSIA,MANAGER,$50-$100m,51 - 100 employees,Research
29000528,2012,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research
29029565,2012,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
29062176,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
29087827,2012,NETHERLANDS,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
29133933,2012,UNITED KINGDOM,MANAGER,$1bn+,1001 - 5000 employees,Research
29180920,2012,FRANCE,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
29193432,2012,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Research
29220149,2012,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
29258608,2012,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic
29515370,2012,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research
29612913,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
29653082,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic
29710064,2012,BELGIUM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic
29714305,2012,RUSSIA,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate
29724113,2012,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
29739816,2012,FRANCE,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
29792484,2012,RUSSIA,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research
29904447,2012,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research
29955404,2012,RUSSIA,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
29964890,2012,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
29999561,2012,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
30191613,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic
30218130,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate
30272213,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research
30357988,2012,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
30529266,2012,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
30605574,2012,UNITED STATES,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
30606187,2012,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic
30610762,2012,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Academic
30647976,2012,SPAIN,MANAGER,$1bn+,1001 - 5000 employees,Corporate
30821761,2012,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Research
30822802,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic
30838094,2012,UNITED KINGDOM,MANAGER,$50-$100m,100 - 500 employees,Corporate
30953737,2012,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research
31023208,2012,IRELAND,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic
31124587,2012,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research
31191922,2012,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
31218828,2012,RUSSIA,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research
31236300,2012,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research
31251152,2012,UNITED KINGDOM,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
31343303,2012,RUSSIA,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
31350801,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
31353611,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
31541596,2012,SPAIN,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
31548943,2012,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic
31577930,2012,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research
31585174,2012,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate
31835660,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
31846955,2012,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research
31847908,2012,IRELAND,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
31858954,2012,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Research
31994983,2012,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
32075655,2012,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Academic
32179605,2012,IRELAND,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
32199390,2012,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
32303130,2012,IRELAND,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
32343897,2012,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
32359184,2012,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Corporate
32402089,2012,NETHERLANDS,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
32408724,2012,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
32516947,2012,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research
32530282,2012,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Academic
32534869,2012,NETHERLANDS,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic
32663247,2012,RUSSIA,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
32734692,2012,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
32872630,2012,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
32878592,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
32900567,2012,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
32901381,2012,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
32931734,2012,RUSSIA,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research
32954340,2012,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
32970400,2012,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
32977977,2012,RUSSIA,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research
33029602,2012,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research
33203280,2012,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
33295071,2012,GERMANY,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
33334825,2012,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
33632172,2012,IRELAND,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research
33710179,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate
33868368,2012,BELGIUM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
33951604,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
34093620,2012,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
34128911,2012,BELGIUM,SENIOR MANAGER,$1bn+,5000+ employees,Corporate
34269418,2012,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
34332779,2012,UNITED KINGDOM,MANAGER,$500m-$1bn,501 - 1000 employees,Academic
34446205,2012,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
34476940,2012,SPAIN,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
34521619,2012,IRELAND,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
34583341,2012,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
34583538,2012,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
34612109,2012,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
34631113,2012,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Research
34631951,2012,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
34723202,2012,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
34740177,2012,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
34827982,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
34914307,2012,GERMANY,MANAGER,$100-$500m,100 - 500 employees,Academic
34948286,2012,FRANCE,MANAGER,$20-$50m,51 - 100 employees,Corporate
35077052,2012,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic
35100512,2012,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
35196839,2012,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Corporate
35228658,2012,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
35314501,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
35372609,2012,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research
35447295,2012,IRELAND,MANAGER,Less than $20m,11 - 50 employees,Academic
35514870,2012,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
35540253,2012,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
35556151,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
35577676,2012,FRANCE,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
35677612,2012,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
35747054,2012,FRANCE,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
35767402,2012,BELGIUM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
35775352,2012,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
35912824,2012,BELGIUM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate
36222084,2012,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic
36299402,2012,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
36401050,2012,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
36457707,2012,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
36467278,2012,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
36478565,2012,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
36525576,2012,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
36551515,2012,RUSSIA,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
